Date,Open,High,Low,Close,Adj Close,Volume,Average
1999-03-29,0.449219,0.459635,0.441406,0.449219,0.41207,6595200,0.4500866666666667
1999-03-30,0.450521,0.454427,0.408854,0.411458,0.377431,6950400,0.43793400000000005
1999-03-31,0.424479,0.445313,0.404948,0.440104,0.403708,15360000,0.4249133333333333
1999-04-01,0.440104,0.442708,0.419271,0.427083,0.391764,3043200,0.43402766666666664
1999-04-05,0.421875,0.432292,0.411458,0.414063,0.379821,9864000,0.421875
1999-04-06,0.417969,0.419271,0.395833,0.403646,0.370265,6969600,0.4110243333333334
1999-04-07,0.40625,0.440104,0.403646,0.4375,0.40132,8928000,0.4166666666666667
1999-04-08,0.440104,0.458333,0.434896,0.445313,0.408487,13012800,0.4444443333333333
1999-04-09,0.447917,0.447917,0.434896,0.4375,0.40132,4862400,0.4435766666666667
1999-04-12,0.432292,0.432292,0.411458,0.419271,0.384598,3331200,0.4253473333333333
1999-04-13,0.427083,0.427083,0.395833,0.402344,0.369071,3614400,0.4166663333333333
1999-04-14,0.401042,0.410156,0.390625,0.390625,0.358321,4828800,0.4006076666666667
1999-04-15,0.401042,0.401042,0.390625,0.401042,0.367877,3585600,0.39756966666666665
1999-04-16,0.398438,0.420573,0.398438,0.414063,0.379821,3892800,0.40581633333333333
1999-04-19,0.419271,0.419271,0.390625,0.395833,0.363098,3129600,0.4097223333333333
1999-04-20,0.395833,0.411458,0.384115,0.388021,0.355933,6768000,0.39713533333333334
1999-04-21,0.388021,0.395833,0.385417,0.394531,0.361904,3748800,0.3897570000000001
1999-04-22,0.395833,0.395833,0.373698,0.377604,0.346377,22718400,0.3884546666666666
1999-04-23,0.376302,0.377604,0.356771,0.359375,0.329655,12604800,0.3702256666666666
1999-04-26,0.359375,0.364583,0.333333,0.341146,0.312934,12350400,0.35243033333333335
1999-04-27,0.348958,0.380208,0.34375,0.377604,0.346377,22694400,0.35763866666666666
1999-04-28,0.380208,0.380208,0.363281,0.375,0.343988,12009600,0.37456566666666663
1999-04-29,0.376302,0.377604,0.367188,0.375,0.343988,4814400,0.37369800000000003
1999-04-30,0.378906,0.395833,0.376302,0.380208,0.348766,9931200,0.3836803333333334
1999-05-03,0.384115,0.384115,0.372396,0.382813,0.351155,3384000,0.38020866666666664
1999-05-04,0.382813,0.382813,0.354167,0.361979,0.332044,9604800,0.37326433333333336
1999-05-05,0.364583,0.369792,0.34375,0.369792,0.339211,14457600,0.359375
1999-05-06,0.367188,0.375,0.351563,0.36263,0.332641,3561600,0.3645836666666667
1999-05-07,0.351563,0.367188,0.351563,0.364583,0.334433,2500800,0.35677133333333333
1999-05-10,0.361979,0.372396,0.361979,0.364583,0.334433,1968000,0.36545133333333335
1999-05-11,0.380208,0.395833,0.372396,0.384115,0.35235,17174400,0.3828123333333333
1999-05-12,0.388021,0.397135,0.382813,0.395833,0.363098,16848000,0.38932300000000003
1999-05-13,0.395833,0.40625,0.394531,0.395833,0.363098,6993600,0.39887133333333336
1999-05-14,0.395833,0.395833,0.369792,0.375,0.343988,2846400,0.3871526666666667
1999-05-17,0.369792,0.393229,0.36849,0.393229,0.36071,3576000,0.37717033333333333
1999-05-18,0.397135,0.416667,0.385417,0.411458,0.377431,15153600,0.39973966666666666
1999-05-19,0.429688,0.445313,0.386719,0.393229,0.36071,45172800,0.4205733333333333
1999-05-20,0.395833,0.395833,0.347656,0.361979,0.332044,17817600,0.379774
1999-05-21,0.356771,0.356771,0.34375,0.354167,0.324878,30350400,0.3524306666666666
1999-05-24,0.356771,0.364583,0.347656,0.352865,0.323684,16262400,0.3563366666666667
1999-05-25,0.354167,0.359375,0.351563,0.355469,0.326072,13008000,0.355035
1999-05-26,0.354167,0.372396,0.354167,0.354167,0.324878,10473600,0.3602433333333333
1999-05-27,0.356771,0.356771,0.351563,0.351563,0.32249,8232000,0.355035
1999-05-28,0.356771,0.356771,0.351563,0.355469,0.326072,8865600,0.355035
1999-06-01,0.354167,0.356771,0.348958,0.356771,0.327267,9854400,0.3532986666666667
1999-06-02,0.356771,0.356771,0.34375,0.34375,0.315323,13012800,0.3524306666666666
1999-06-03,0.352865,0.355469,0.348958,0.352865,0.323684,4156800,0.3524306666666666
1999-06-04,0.355469,0.356771,0.352865,0.355469,0.326072,7891200,0.355035
1999-06-07,0.357422,0.364583,0.356771,0.359375,0.329655,12513600,0.35959199999999997
1999-06-08,0.360677,0.375,0.359375,0.36849,0.338017,15331200,0.3650173333333333
1999-06-09,0.369792,0.382813,0.369792,0.375,0.343988,9518400,0.3741323333333333
1999-06-10,0.375,0.377604,0.372396,0.376302,0.345183,3609600,0.375
1999-06-11,0.376302,0.377604,0.355469,0.36849,0.338017,6100800,0.3697916666666667
1999-06-14,0.369141,0.369792,0.351563,0.354167,0.324878,5164800,0.3634986666666667
1999-06-15,0.354167,0.356771,0.348958,0.354167,0.324878,4929600,0.3532986666666667
1999-06-16,0.359375,0.375,0.354167,0.364583,0.334433,6441600,0.3628473333333333
1999-06-17,0.361979,0.367188,0.354167,0.354167,0.324878,7492800,0.36111133333333334
1999-06-18,0.356771,0.356771,0.341146,0.341146,0.312934,15873600,0.3515626666666667
1999-06-21,0.351563,0.359375,0.342122,0.359375,0.329655,8347200,0.35102000000000005
1999-06-22,0.359375,0.359375,0.345052,0.352865,0.323684,19305600,0.3546006666666666
1999-06-23,0.348958,0.359375,0.345052,0.359375,0.329655,21091200,0.3511283333333333
1999-06-24,0.361979,0.361979,0.348958,0.351563,0.32249,11520000,0.35763866666666666
1999-06-25,0.348958,0.360677,0.348958,0.356771,0.327267,7353600,0.3528643333333334
1999-06-28,0.36849,0.36849,0.354167,0.361979,0.332044,10915200,0.3637156666666666
1999-06-29,0.367188,0.371094,0.361979,0.365885,0.335627,9268800,0.36675366666666664
1999-06-30,0.377604,0.398438,0.369792,0.398438,0.365488,26923200,0.38194466666666665
1999-07-01,0.398438,0.398438,0.356771,0.377604,0.346377,8899200,0.38454900000000003
1999-07-02,0.382813,0.404948,0.375,0.404948,0.37146,22488000,0.38758699999999996
1999-07-06,0.408854,0.408854,0.401042,0.40625,0.372654,19809600,0.40625
1999-07-07,0.408854,0.408854,0.398438,0.398438,0.365488,6312000,0.40538199999999996
1999-07-08,0.401042,0.414063,0.388021,0.407552,0.373848,18604800,0.40104199999999995
1999-07-09,0.40625,0.445313,0.40625,0.442057,0.4055,21172800,0.419271
1999-07-12,0.46875,0.481771,0.450521,0.46224,0.424014,40104000,0.467014
1999-07-13,0.467448,0.470052,0.442708,0.463542,0.425208,13886400,0.4600693333333334
1999-07-14,0.463542,0.473958,0.442708,0.445313,0.408487,13795200,0.4600693333333334
1999-07-15,0.449219,0.463542,0.447917,0.447917,0.410875,13704000,0.45355933333333337
1999-07-16,0.455729,0.460938,0.447917,0.457031,0.419236,10387200,0.45486133333333334
1999-07-19,0.458333,0.459635,0.442708,0.445313,0.408487,4363200,0.45355866666666667
1999-07-20,0.445313,0.445313,0.421875,0.4375,0.40132,17875200,0.4375003333333334
1999-07-21,0.432292,0.432292,0.411458,0.424479,0.389375,11208000,0.4253473333333333
1999-07-22,0.421875,0.421875,0.401042,0.404948,0.37146,21326400,0.4149306666666666
1999-07-23,0.403646,0.416667,0.403646,0.404948,0.37146,8025600,0.40798633333333334
1999-07-26,0.415365,0.415365,0.40625,0.40625,0.372654,6052800,0.4123266666666667
1999-07-27,0.40625,0.408854,0.401042,0.407552,0.373848,9859200,0.4053820000000001
1999-07-28,0.40625,0.419271,0.404948,0.414063,0.379821,24422400,0.4101563333333333
1999-07-29,0.40625,0.419271,0.403646,0.417969,0.383404,38880000,0.4097223333333333
1999-07-30,0.417969,0.429688,0.416667,0.419271,0.384598,45230400,0.42144133333333333
1999-08-02,0.419271,0.424479,0.416667,0.423177,0.388181,31334400,0.420139
1999-08-03,0.423177,0.423177,0.408854,0.41276,0.378626,25521600,0.4184026666666667
1999-08-04,0.415365,0.416667,0.411458,0.41276,0.378626,8995200,0.4144966666666667
1999-08-05,0.41276,0.419271,0.40625,0.419271,0.384598,24057600,0.41276033333333334
1999-08-06,0.417969,0.420573,0.416667,0.419271,0.384598,18398400,0.4184029999999999
1999-08-09,0.420573,0.424479,0.416667,0.419271,0.384598,3105600,0.4205729999999999
1999-08-10,0.421875,0.445313,0.419271,0.427083,0.391764,21206400,0.42881966666666665
1999-08-11,0.434896,0.460938,0.429688,0.455729,0.418041,19771200,0.4418406666666667
1999-08-12,0.458333,0.489583,0.455729,0.477865,0.438347,23961600,0.4678816666666667
1999-08-13,0.473958,0.483073,0.46875,0.472656,0.433568,8467200,0.47526033333333334
1999-08-16,0.476563,0.476563,0.438802,0.454427,0.416847,22344000,0.463976
1999-08-17,0.455729,0.463542,0.44401,0.455729,0.418041,19353600,0.45442699999999997
1999-08-18,0.450521,0.471354,0.441406,0.466146,0.427597,27988800,0.45442699999999997
1999-08-19,0.498698,0.591146,0.481771,0.565104,0.518371,196699200,0.5238716666666666
1999-08-20,0.566406,0.570313,0.539063,0.559896,0.513594,35308800,0.5585939999999999
1999-08-23,0.552083,0.552083,0.507813,0.526042,0.482539,50798400,0.5373263333333332
1999-08-24,0.518229,0.528646,0.492188,0.523438,0.480151,39806400,0.5130210000000001
1999-08-25,0.52474,0.529948,0.5,0.520833,0.477761,35035200,0.5182293333333333
1999-08-26,0.520833,0.528646,0.505208,0.513021,0.470595,27537600,0.5182289999999999
1999-08-27,0.523438,0.5625,0.520833,0.541667,0.496872,55238400,0.5355903333333334
1999-08-30,0.550781,0.561198,0.516927,0.539714,0.495081,15864000,0.5429686666666665
1999-08-31,0.541667,0.588542,0.53125,0.585938,0.537482,78686400,0.5538196666666667
1999-09-01,0.585938,0.585938,0.549479,0.558594,0.512399,56534400,0.573785
1999-09-02,0.540365,0.554688,0.528646,0.552083,0.506427,34108800,0.541233
1999-09-03,0.5625,0.570313,0.552083,0.55599,0.510011,25886400,0.561632
1999-09-07,0.565104,0.565104,0.550781,0.553385,0.507621,12441600,0.5603296666666667
1999-09-08,0.554688,0.558594,0.552083,0.552083,0.506427,17006400,0.5551216666666666
1999-09-09,0.557292,0.561198,0.533854,0.544271,0.499261,20947200,0.5507813333333333
1999-09-10,0.553385,0.559896,0.549479,0.552083,0.506427,16742400,0.5542533333333334
1999-09-13,0.554688,0.554688,0.528646,0.533854,0.489706,17443200,0.5460073333333333
1999-09-14,0.533854,0.533854,0.515625,0.518229,0.475373,25036800,0.5277776666666667
1999-09-15,0.511719,0.528646,0.507813,0.522135,0.478956,21273600,0.5160593333333333
1999-09-16,0.515625,0.520833,0.502604,0.509115,0.467012,15811200,0.5130206666666667
1999-09-17,0.505859,0.510417,0.489583,0.507813,0.465818,17164800,0.501953
1999-09-20,0.498698,0.505208,0.489583,0.489583,0.449095,22910400,0.4978296666666666
1999-09-21,0.479167,0.481771,0.436198,0.442708,0.406097,73732800,0.46571200000000007
1999-09-22,0.442708,0.455729,0.416667,0.453125,0.415652,37598400,0.4383679999999999
1999-09-23,0.454427,0.455729,0.411458,0.415365,0.381015,37958400,0.44053799999999993
1999-09-24,0.416667,0.427083,0.348958,0.377604,0.346377,68491200,0.3975693333333334
1999-09-27,0.402344,0.408854,0.377604,0.401042,0.367877,43200000,0.3962673333333333
1999-09-28,0.401693,0.442708,0.401042,0.4375,0.40132,41318400,0.41514766666666664
1999-09-29,0.446615,0.463542,0.395833,0.402344,0.369071,59404800,0.43533
1999-09-30,0.416667,0.429688,0.395833,0.401042,0.367877,34252800,0.4140626666666667
1999-10-01,0.394531,0.408854,0.377604,0.398438,0.365488,34776000,0.39366300000000004
1999-10-04,0.411458,0.41276,0.401042,0.40625,0.372654,17760000,0.40842
1999-10-05,0.40625,0.447917,0.40625,0.445313,0.408487,47808000,0.420139
1999-10-06,0.446615,0.520833,0.442708,0.498698,0.457457,150873600,0.47005199999999997
1999-10-07,0.519531,0.519531,0.463542,0.466146,0.427597,48729600,0.500868
1999-10-08,0.466146,0.503906,0.447917,0.489583,0.449095,39892800,0.4726563333333333
1999-10-11,0.49349,0.494792,0.463542,0.476563,0.437152,54446400,0.48394133333333333
1999-10-12,0.479167,0.484375,0.46875,0.470052,0.43118,32299200,0.4774306666666666
1999-10-13,0.464844,0.464844,0.447917,0.457031,0.419236,28036800,0.4592016666666667
1999-10-14,0.458333,0.458333,0.442708,0.447917,0.410875,19233600,0.4531246666666666
1999-10-15,0.425781,0.447917,0.424479,0.445313,0.408487,21072000,0.43272566666666673
1999-10-18,0.446615,0.446615,0.419271,0.421875,0.386987,21518400,0.4375003333333333
1999-10-19,0.434896,0.434896,0.397135,0.404948,0.37146,30892800,0.422309
1999-10-20,0.411458,0.424479,0.404948,0.419271,0.384598,34872000,0.4136283333333333
1999-10-21,0.417969,0.438802,0.40625,0.438802,0.402514,38212800,0.42100699999999996
1999-10-22,0.4375,0.46224,0.4375,0.449219,0.41207,28675200,0.4457466666666667
1999-10-25,0.446615,0.453125,0.427083,0.427083,0.391764,21384000,0.4422743333333334
1999-10-26,0.445313,0.484375,0.442708,0.46875,0.429985,48124800,0.4574653333333334
1999-10-27,0.471354,0.473958,0.440104,0.447917,0.410875,21412800,0.46180533333333335
1999-10-28,0.450521,0.458333,0.424479,0.427083,0.391764,22276800,0.4444443333333334
1999-10-29,0.432292,0.46875,0.429688,0.460938,0.422819,33052800,0.4435766666666667
1999-11-01,0.453125,0.507813,0.453125,0.489583,0.449095,78254400,0.4713543333333334
1999-11-02,0.498698,0.523438,0.494792,0.520833,0.477761,83750400,0.5056426666666667
1999-11-03,0.541667,0.585938,0.53776,0.571615,0.524344,201168000,0.5551216666666666
1999-11-04,0.578125,0.623698,0.578125,0.608073,0.557787,126033600,0.5933160000000001
1999-11-05,0.625,0.630208,0.559896,0.588542,0.539871,61636800,0.6050346666666667
1999-11-08,0.570313,0.622396,0.552083,0.605469,0.555398,47001600,0.5815973333333333
1999-11-09,0.604167,0.606771,0.572917,0.596354,0.547037,27235200,0.5946183333333334
1999-11-10,0.598307,0.598958,0.579427,0.591146,0.542259,14404800,0.5922306666666667
1999-11-11,0.591146,0.664063,0.578125,0.632813,0.580481,56270400,0.6111113333333332
1999-11-12,0.660156,0.666667,0.622396,0.666667,0.611535,50150400,0.6497396666666667
1999-11-15,0.671224,0.691406,0.643229,0.653646,0.599591,36220800,0.6686196666666667
1999-11-16,0.669271,0.729167,0.666667,0.716146,0.656922,72379200,0.6883683333333334
1999-11-17,0.729167,0.78125,0.71875,0.74349,0.682005,78638400,0.7430556666666667
1999-11-18,0.759115,0.765625,0.739583,0.746094,0.684394,23596800,0.7547743333333333
1999-11-19,0.835938,0.924479,0.833333,0.893229,0.819361,216518400,0.8645833333333334
1999-11-22,0.916016,0.916667,0.838542,0.891927,0.818167,54019200,0.8904083333333334
1999-11-23,0.800781,0.83724,0.791667,0.828125,0.759641,55324800,0.8098960000000001
1999-11-24,0.824219,0.833333,0.740885,0.802083,0.735753,40684800,0.7994789999999999
1999-11-26,0.794271,0.802083,0.770833,0.796875,0.730975,7176000,0.7890623333333333
1999-11-29,0.794271,0.804688,0.75,0.768229,0.704698,29860800,0.7829863333333332
1999-11-30,0.770833,0.783854,0.721354,0.721354,0.661699,31468800,0.7586803333333334
1999-12-01,0.721354,0.768229,0.721354,0.757813,0.695143,22353600,0.7369790000000002
1999-12-02,0.760417,0.824219,0.760417,0.813802,0.746502,30988800,0.7816843333333333
1999-12-03,0.821615,0.835938,0.783854,0.794271,0.728587,34276800,0.8138023333333333
1999-12-06,0.796875,0.820313,0.796875,0.816406,0.748891,17860800,0.8046876666666667
1999-12-07,0.822917,0.824219,0.757813,0.789063,0.723809,18638400,0.8016496666666667
1999-12-08,0.786458,0.832031,0.783854,0.824219,0.756058,20169600,0.8007810000000001
1999-12-09,0.822917,0.84375,0.770833,0.799479,0.733364,21494400,0.8125
1999-12-10,0.813802,0.817708,0.776042,0.790365,0.725004,9830400,0.8025173333333333
1999-12-13,0.78125,0.808594,0.770833,0.78776,0.722614,18384000,0.7868923333333333
1999-12-14,0.789063,0.808594,0.766927,0.77474,0.710671,27388800,0.7881946666666666
1999-12-15,0.769531,0.773438,0.731771,0.75,0.687977,20596800,0.7582466666666665
1999-12-16,0.753906,0.765625,0.742188,0.744792,0.6832,13257600,0.7539063333333332
1999-12-17,0.765625,0.795573,0.761719,0.783854,0.719031,26208000,0.7743056666666668
1999-12-20,0.785156,0.864258,0.757813,0.848958,0.778751,40243200,0.8024089999999999
1999-12-21,0.848958,0.886719,0.817708,0.885417,0.812195,38836800,0.8511283333333334
1999-12-22,0.888021,0.916667,0.854167,0.90625,0.831305,25118400,0.886285
1999-12-23,0.907552,0.96875,0.903646,0.966146,0.886248,28022400,0.9266493333333333
1999-12-27,0.986979,0.988281,0.919271,0.929688,0.852805,20241600,0.9648436666666665
1999-12-28,0.929688,0.963542,0.924479,0.927083,0.850415,17918400,0.9392363333333332
1999-12-29,0.92513,0.96875,0.924479,0.958333,0.879081,13214400,0.939453
1999-12-30,0.958333,0.972656,0.942708,0.966146,0.886248,13977600,0.957899
1999-12-31,0.964193,0.979167,0.960938,0.977865,0.896998,12734400,0.9680993333333333
2000-01-03,0.984375,0.992188,0.919271,0.97526,0.894608,30091200,0.965278
2000-01-04,0.958333,0.960938,0.901042,0.949219,0.870721,30048000,0.9401043333333333
2000-01-05,0.921875,0.9375,0.904948,0.917969,0.842055,18835200,0.9214410000000001
2000-01-06,0.917969,0.917969,0.822917,0.858073,0.787112,12048000,0.886285
2000-01-07,0.854167,0.88151,0.841146,0.872396,0.800251,7118400,0.8589410000000001
2000-01-10,0.875,0.9375,0.859375,0.901042,0.826528,23985600,0.890625
2000-01-11,0.895833,0.90625,0.864583,0.864583,0.793084,14812800,0.8888886666666668
2000-01-12,0.864583,0.865885,0.830729,0.842448,0.772779,12355200,0.8537323333333333
2000-01-13,0.841146,0.885417,0.830729,0.877604,0.805028,13219200,0.8524306666666668
2000-01-14,0.890625,0.951823,0.888021,0.915365,0.839666,60456000,0.9101563333333335
2000-01-18,0.927083,0.958333,0.885417,0.954427,0.875498,26164800,0.9236110000000001
2000-01-19,0.958333,0.958333,0.9375,0.945313,0.867138,16468800,0.9513886666666668
2000-01-20,0.953125,1.005208,0.934896,0.942708,0.864748,17956800,0.9644096666666666
2000-01-21,0.940104,0.94401,0.908854,0.932292,0.855193,54427200,0.9309893333333333
2000-01-24,0.96224,0.96224,0.885417,0.890625,0.816972,25694400,0.9366323333333333
2000-01-25,0.894531,0.903646,0.854167,0.882813,0.809806,23712000,0.8841146666666666
2000-01-26,0.882813,0.90625,0.830729,0.846354,0.776362,23246400,0.8732640000000002
2000-01-27,0.852865,0.852865,0.770833,0.802083,0.735753,45820800,0.8255210000000001
2000-01-28,0.791667,0.796875,0.747396,0.778646,0.714254,19444800,0.7786459999999998
2000-01-31,0.782552,0.799479,0.729167,0.772135,0.708281,18240000,0.7703993333333333
2000-02-01,0.773438,0.796875,0.744792,0.790365,0.725004,9297600,0.7717016666666666
2000-02-02,0.794271,0.828125,0.790365,0.8125,0.745308,14904000,0.8042536666666665
2000-02-03,0.838542,0.855469,0.820313,0.825521,0.757252,10824000,0.8381080000000001
2000-02-04,0.851563,0.851563,0.828125,0.845052,0.775168,12369600,0.8437503333333334
2000-02-07,0.848958,0.848958,0.791667,0.792969,0.727392,21748800,0.8298610000000001
2000-02-08,0.8125,0.859375,0.791667,0.830729,0.762029,46881600,0.8211806666666667
2000-02-09,0.861979,0.876302,0.85026,0.851563,0.781141,58905600,0.862847
2000-02-10,0.903646,1.041667,0.903646,1.026042,0.941191,97008000,0.949653
2000-02-11,1.076823,1.078125,0.966146,1.041667,0.955524,42379200,1.0403646666666668
2000-02-14,1.044271,1.208333,1.033854,1.208333,1.108406,65011200,1.095486
2000-02-15,1.210938,1.21224,1.111979,1.161458,1.065408,45048000,1.1783856666666666
2000-02-16,1.174479,1.255208,1.161458,1.214844,1.114379,101956800,1.1970483333333335
2000-02-17,1.213542,1.265625,1.195313,1.257813,1.153795,53577600,1.2248266666666667
2000-02-18,1.239583,1.421875,1.230469,1.403646,1.287568,96086400,1.297309
2000-02-22,1.359375,1.377604,1.3125,1.364583,1.251735,54249600,1.3498263333333334
2000-02-23,1.348958,1.386719,1.332031,1.372396,1.258902,51139200,1.3559026666666665
2000-02-24,1.380208,1.389323,1.302083,1.359375,1.246958,24432000,1.3572046666666668
2000-02-25,1.360677,1.360677,1.21875,1.27474,1.169322,27873600,1.3133679999999999
2000-02-28,1.268229,1.28125,1.244792,1.265625,1.16096,51787200,1.264757
2000-02-29,1.257813,1.348958,1.257813,1.333333,1.223069,30604800,1.2881946666666668
2000-03-01,1.333333,1.333333,1.273438,1.294271,1.187238,38356800,1.313368
2000-03-02,1.304688,1.304688,1.203125,1.207031,1.107213,19104000,1.2708336666666666
2000-03-03,1.208333,1.239583,1.197917,1.226563,1.125129,27369600,1.2152776666666667
2000-03-06,1.234375,1.328125,1.208333,1.21875,1.117962,43209600,1.2569443333333334
2000-03-07,1.5625,1.817708,1.494792,1.735677,1.59214,195220800,1.625
2000-03-08,1.734701,1.765625,1.609375,1.75,1.605279,66873600,1.7032336666666668
2000-03-09,1.770833,2.25,1.765625,2.089518,1.91672,95294400,1.9288193333333332
2000-03-10,2.197917,3.020833,2.182292,2.458333,2.255034,216120000,2.4670140000000003
2000-03-13,2.229167,3.125,2.208333,3.109375,2.852237,241516800,2.5208333333333335
2000-03-14,3.092448,3.092448,2.25,2.294271,2.10454,156777600,2.811632
2000-03-15,2.458659,2.522135,2.125,2.200521,2.018543,99561600,2.368598
2000-03-16,2.270833,2.348958,1.929688,1.961914,1.799668,75038400,2.1831596666666666
2000-03-17,1.916667,2.229167,1.916341,2.080729,1.908657,55761600,2.020725
2000-03-20,2.16276,2.231771,2.013021,2.079427,1.907463,36528000,2.135850666666667
2000-03-21,2.083333,2.101563,1.8125,1.976563,1.813106,53664000,1.9991320000000001
2000-03-22,1.992188,2.052083,1.958333,1.990885,1.826243,23059200,2.000868
2000-03-23,1.972656,2.135417,1.96875,2.026042,1.858492,30940800,2.0256076666666667
2000-03-24,2.013021,2.104167,1.875,1.941406,1.780856,23160000,1.9973960000000002
2000-03-27,1.9375,2.0,1.796875,1.813802,1.663804,38894400,1.9114583333333333
2000-03-28,1.751302,1.770833,1.645833,1.678385,1.539586,39331200,1.722656
2000-03-29,1.684896,1.723958,1.5,1.567708,1.438062,46944000,1.6362846666666666
2000-03-30,1.520833,1.703125,1.46875,1.558594,1.429701,36192000,1.564236
2000-03-31,1.665039,1.830729,1.635417,1.760091,1.614535,96297600,1.710395
2000-04-03,1.744141,1.75,1.576823,1.622396,1.488227,32995200,1.6903213333333333
2000-04-04,1.708333,1.736979,1.1875,1.5625,1.433285,51379200,1.5442706666666668
2000-04-05,1.578125,2.03125,1.497396,1.910156,1.75219,63960000,1.7022570000000001
2000-04-06,1.998698,2.10026,1.903646,1.998698,1.83341,40459200,2.000868
2000-04-07,2.098958,2.1875,2.010417,2.136719,1.960017,31857600,2.0989583333333335
2000-04-10,2.173177,2.299479,1.907552,1.947917,1.786829,39528000,2.1267359999999997
2000-04-11,1.812174,1.979167,1.666667,1.832031,1.680526,45758400,1.8193359999999998
2000-04-12,1.834635,1.875,1.635417,1.641927,1.506143,31344000,1.781684
2000-04-13,1.654948,1.713542,1.544271,1.571615,1.441646,31329600,1.637587
2000-04-14,1.471354,1.584635,1.364583,1.433268,1.31474,42192000,1.473524
2000-04-17,1.3125,1.5625,1.3125,1.50651,1.381925,29409600,1.3958333333333333
2000-04-18,1.658203,1.869792,1.609375,1.773438,1.626779,47750400,1.7124566666666665
2000-04-19,1.829427,1.854167,1.666667,1.688802,1.549142,27835200,1.7834203333333332
